userid	username	training_step	test_result
68	AF3LEU0Z2EMH4	35	{"0": {"reference": "you will accept", "user_answer": "he will accept"}, "1": {"reference": "you watch", "user_answer": "you will watch"}, "2": {"reference": "you will watch", "user_answer": "you watched"}, "3": {"reference": "he watched", "user_answer": "he watched"}, "4": {"reference": "I watch", "user_answer": "I watched"}, "5": {"reference": "I accepted", "user_answer": "I accepted"}, "6": {"reference": "he watches", "user_answer": "he watched"}, "test_correct_num": 2, "test_total_num": 7}
69	A33AZCOKCCTUXV	35	NULL
70	A13VIJ7G997ZCY	35	{"0": {"reference": "you will accept", "user_answer": "you accept"}, "1": {"reference": "you watch", "user_answer": "you watch"}, "2": {"reference": "you will watch", "user_answer": "you will watch"}, "3": {"reference": "he watched", "user_answer": "he watched"}, "4": {"reference": "I watch", "user_answer": "I watch"}, "5": {"reference": "I accepted", "user_answer": "you accept"}, "6": {"reference": "he watches", "user_answer": "he watches"}, "test_correct_num": 5, "test_total_num": 7}
71	A3HNAJE7OJP66A	35	{"0": {"reference": "you will accept", "user_answer": "he entered"}, "1": {"reference": "you watch", "user_answer": "he watched"}, "2": {"reference": "you will watch", "user_answer": "he watches"}, "3": {"reference": "he watched", "user_answer": "she watched"}, "4": {"reference": "I watch", "user_answer": "I watch"}, "5": {"reference": "I accepted", "user_answer": "you will enter"}, "6": {"reference": "he watches", "user_answer": "he watches"}, "test_correct_num": 2, "test_total_num": 7}
72	A3609GDWR2JCCA	35	{"0": {"reference": "you will accept", "user_answer": "you will accept"}, "1": {"reference": "you watch", "user_answer": "you watched"}, "2": {"reference": "you will watch", "user_answer": "you will watch"}, "3": {"reference": "he watched", "user_answer": "he watches"}, "4": {"reference": "I watch", "user_answer": "I watched"}, "5": {"reference": "I accepted", "user_answer": "I accepted"}, "6": {"reference": "he watches", "user_answer": "he watched"}, "test_correct_num": 3, "test_total_num": 7}
73	A1LTAYZAMU1A4C	25	NULL
74	A21G77FNPGRZBD	35	{"0": {"reference": "you will accept", "user_answer": "NO_ANSWER_MADE"}, "1": {"reference": "you watch", "user_answer": "NO_ANSWER_MADE"}, "2": {"reference": "you will watch", "user_answer": "NO_ANSWER_MADE"}, "3": {"reference": "he watched", "user_answer": "he watched"}, "4": {"reference": "I watch", "user_answer": "I watch"}, "5": {"reference": "I accepted", "user_answer": "I will accept"}, "6": {"reference": "he watches", "user_answer": "he will watch"}, "test_correct_num": 2, "test_total_num": 7}
75	AFXZKA9V4VHO7	35	{"0": {"reference": "you will accept", "user_answer": "you accept"}, "1": {"reference": "you watch", "user_answer": "I watched"}, "2": {"reference": "you will watch", "user_answer": "I will watch"}, "3": {"reference": "he watched", "user_answer": "she watches"}, "4": {"reference": "I watch", "user_answer": "I watched"}, "5": {"reference": "I accepted", "user_answer": "I accept"}, "6": {"reference": "he watches", "user_answer": "he watches"}, "test_correct_num": 1, "test_total_num": 7}
76	A1LRJ4U04532TM	35	{"0": {"reference": "you will accept", "user_answer": "you accepted"}, "1": {"reference": "you watch", "user_answer": "you watched"}, "2": {"reference": "you will watch", "user_answer": "you will watch"}, "3": {"reference": "he watched", "user_answer": "he watched"}, "4": {"reference": "I watch", "user_answer": "I watched"}, "5": {"reference": "I accepted", "user_answer": "I entered"}, "6": {"reference": "he watches", "user_answer": "he watched"}, "test_correct_num": 2, "test_total_num": 7}
77	A33CFLCMJNHHNC	35	{"0": {"reference": "you will accept", "user_answer": "you will accept"}, "1": {"reference": "you watch", "user_answer": "you will watch"}, "2": {"reference": "you will watch", "user_answer": "you watched"}, "3": {"reference": "he watched", "user_answer": "he watched"}, "4": {"reference": "I watch", "user_answer": "I will watch"}, "5": {"reference": "I accepted", "user_answer": "NO_ANSWER_MADE"}, "6": {"reference": "he watches", "user_answer": "he watches"}, "test_correct_num": 3, "test_total_num": 7}
78	A24MFJ893DQKW1	35	{"0": {"reference": "you will accept", "user_answer": "you accepted"}, "1": {"reference": "you watch", "user_answer": "you watch"}, "2": {"reference": "you will watch", "user_answer": "you watched"}, "3": {"reference": "he watched", "user_answer": "he watched"}, "4": {"reference": "I watch", "user_answer": "I watch"}, "5": {"reference": "I accepted", "user_answer": "I accept"}, "6": {"reference": "he watches", "user_answer": "he watches"}, "test_correct_num": 4, "test_total_num": 7}
79	A1QUBLZCONL4QD	35	{"0": {"reference": "you will accept", "user_answer": "NO_ANSWER_MADE"}, "1": {"reference": "you watch", "user_answer": "NO_ANSWER_MADE"}, "2": {"reference": "you will watch", "user_answer": "NO_ANSWER_MADE"}, "3": {"reference": "he watched", "user_answer": "NO_ANSWER_MADE"}, "4": {"reference": "I watch", "user_answer": "NO_ANSWER_MADE"}, "5": {"reference": "I accepted", "user_answer": "NO_ANSWER_MADE"}, "6": {"reference": "he watches", "user_answer": "NO_ANSWER_MADE"}, "test_correct_num": 0, "test_total_num": 7}
80	A27O2IILV3S5YS	6	NULL
81	A2XSZG276MYDLP	5	NULL
82	A2FI77833XNV3T	35	{"0": {"reference": "you will accept", "user_answer": "you will accept"}, "1": {"reference": "you watch", "user_answer": "you will watch"}, "2": {"reference": "you will watch", "user_answer": "NO_ANSWER_MADE"}, "3": {"reference": "he watched", "user_answer": "he accepted"}, "4": {"reference": "I watch", "user_answer": "I watch"}, "5": {"reference": "I accepted", "user_answer": "I accept"}, "6": {"reference": "he watches", "user_answer": "he watched"}, "test_correct_num": 2, "test_total_num": 7}
83	A1A1Z3SQVIEP4I	35	{"0": {"reference": "you will accept", "user_answer": "you accepted"}, "1": {"reference": "you watch", "user_answer": "you watched"}, "2": {"reference": "you will watch", "user_answer": "you will watch"}, "3": {"reference": "he watched", "user_answer": "he accepts"}, "4": {"reference": "I watch", "user_answer": "NO_ANSWER_MADE"}, "5": {"reference": "I accepted", "user_answer": "I accept"}, "6": {"reference": "he watches", "user_answer": "he watches"}, "test_correct_num": 2, "test_total_num": 7}
84	A2F9V69F6TZIAB	35	{"0": {"reference": "you will accept", "user_answer": "you will accept"}, "1": {"reference": "you watch", "user_answer": "you watch"}, "2": {"reference": "you will watch", "user_answer": "you will watch"}, "3": {"reference": "he watched", "user_answer": "he watches"}, "4": {"reference": "I watch", "user_answer": "I watch"}, "5": {"reference": "I accepted", "user_answer": "I accepted"}, "6": {"reference": "he watches", "user_answer": "he watches"}, "test_correct_num": 6, "test_total_num": 7}
85	A1U5BE8XJRXKW3	35	{"0": {"reference": "you will accept", "user_answer": "you will accept"}, "1": {"reference": "you watch", "user_answer": "you watch"}, "2": {"reference": "you will watch", "user_answer": "you will watch"}, "3": {"reference": "he watched", "user_answer": "he enters"}, "4": {"reference": "I watch", "user_answer": "I watch"}, "5": {"reference": "I accepted", "user_answer": "NO_ANSWER_MADE"}, "6": {"reference": "he watches", "user_answer": "NO_ANSWER_MADE"}, "test_correct_num": 4, "test_total_num": 7}
86	A1C3F2M4JLKYG1	35	{"0": {"reference": "you will accept", "user_answer": "she will watch"}, "1": {"reference": "you watch", "user_answer": "I watched"}, "2": {"reference": "you will watch", "user_answer": "you watch"}, "3": {"reference": "he watched", "user_answer": "he watched"}, "4": {"reference": "I watch", "user_answer": "she entered"}, "5": {"reference": "I accepted", "user_answer": "she entered"}, "6": {"reference": "he watches", "user_answer": "he will watch"}, "test_correct_num": 1, "test_total_num": 7}
87	AAFAR49RN5TS7	35	{"0": {"reference": "you will accept", "user_answer": "you accepted"}, "1": {"reference": "you watch", "user_answer": "you watch"}, "2": {"reference": "you will watch", "user_answer": "you watched"}, "3": {"reference": "he watched", "user_answer": "he watches"}, "4": {"reference": "I watch", "user_answer": "I watch"}, "5": {"reference": "I accepted", "user_answer": "I accept"}, "6": {"reference": "he watches", "user_answer": "he watches"}, "test_correct_num": 3, "test_total_num": 7}
88	A2TDGWWPX6IMIZ	35	{"0": {"reference": "you will accept", "user_answer": "you will accept"}, "1": {"reference": "you watch", "user_answer": "you watched"}, "2": {"reference": "you will watch", "user_answer": "you will watch"}, "3": {"reference": "he watched", "user_answer": "he watched"}, "4": {"reference": "I watch", "user_answer": "NO_ANSWER_MADE"}, "5": {"reference": "I accepted", "user_answer": "you accept"}, "6": {"reference": "he watches", "user_answer": "he watched"}, "test_correct_num": 3, "test_total_num": 7}
89	A1MLC8HETIE13W	35	{"0": {"reference": "you will accept", "user_answer": "you accept"}, "1": {"reference": "you watch", "user_answer": "you watch"}, "2": {"reference": "you will watch", "user_answer": "you watched"}, "3": {"reference": "he watched", "user_answer": "he will watch"}, "4": {"reference": "I watch", "user_answer": "I watch"}, "5": {"reference": "I accepted", "user_answer": "I entered"}, "6": {"reference": "he watches", "user_answer": "he watches"}, "test_correct_num": 3, "test_total_num": 7}
90		0	NULL
91	A3OV174HQJIJK8	35	{"0": {"reference": "you will accept", "user_answer": "you will accept"}, "1": {"reference": "you watch", "user_answer": "you watch"}, "2": {"reference": "you will watch", "user_answer": "you will accept"}, "3": {"reference": "he watched", "user_answer": "he watched"}, "4": {"reference": "I watch", "user_answer": "I watch"}, "5": {"reference": "I accepted", "user_answer": "I accepted"}, "6": {"reference": "he watches", "user_answer": "he watches"}, "test_correct_num": 6, "test_total_num": 7}
92	A3L0DCUXI7X3A9	35	{"0": {"reference": "you will accept", "user_answer": "you accept"}, "1": {"reference": "you watch", "user_answer": "you watch"}, "2": {"reference": "you will watch", "user_answer": "NO_ANSWER_MADE"}, "3": {"reference": "he watched", "user_answer": "he watches"}, "4": {"reference": "I watch", "user_answer": "I will watch"}, "5": {"reference": "I accepted", "user_answer": "I accept"}, "6": {"reference": "he watches", "user_answer": "he watches"}, "test_correct_num": 2, "test_total_num": 7}
93	A154X03NKVZZL1	1	NULL
94	A2UHF7UL7G0Y78	35	{"0": {"reference": "you will accept", "user_answer": "he entered"}, "1": {"reference": "you watch", "user_answer": "she entered"}, "2": {"reference": "you will watch", "user_answer": "he entered"}, "3": {"reference": "he watched", "user_answer": "she entered"}, "4": {"reference": "I watch", "user_answer": "he entered"}, "5": {"reference": "I accepted", "user_answer": "she entered"}, "6": {"reference": "he watches", "user_answer": "he entered"}, "test_correct_num": 0, "test_total_num": 7}
95	A2WGW5Y3ZFBDEC	35	{"0": {"reference": "you will accept", "user_answer": "you will accept"}, "1": {"reference": "you watch", "user_answer": "you watch"}, "2": {"reference": "you will watch", "user_answer": "you will watch"}, "3": {"reference": "he watched", "user_answer": "he watched"}, "4": {"reference": "I watch", "user_answer": "he watched"}, "5": {"reference": "I accepted", "user_answer": "he will watch"}, "6": {"reference": "he watches", "user_answer": "NO_ANSWER_MADE"}, "test_correct_num": 4, "test_total_num": 7}
96	A3MXI2O3JZ0TZH	35	{"0": {"reference": "you will accept", "user_answer": "NO_ANSWER_MADE"}, "1": {"reference": "you watch", "user_answer": "NO_ANSWER_MADE"}, "2": {"reference": "you will watch", "user_answer": "NO_ANSWER_MADE"}, "3": {"reference": "he watched", "user_answer": "NO_ANSWER_MADE"}, "4": {"reference": "I watch", "user_answer": "NO_ANSWER_MADE"}, "5": {"reference": "I accepted", "user_answer": "NO_ANSWER_MADE"}, "6": {"reference": "he watches", "user_answer": "NO_ANSWER_MADE"}, "test_correct_num": 0, "test_total_num": 7}
97	A1PUHCEBSOWETV	35	{"0": {"reference": "you will accept", "user_answer": "to watch"}, "1": {"reference": "you watch", "user_answer": "NO_ANSWER_MADE"}, "2": {"reference": "you will watch", "user_answer": "I watch"}, "3": {"reference": "he watched", "user_answer": "she watches"}, "4": {"reference": "I watch", "user_answer": "he will watch"}, "5": {"reference": "I accepted", "user_answer": "NO_ANSWER_MADE"}, "6": {"reference": "he watches", "user_answer": "NO_ANSWER_MADE"}, "test_correct_num": 0, "test_total_num": 7}
98	A2K56J9POYUFCA	35	{"0": {"reference": "you will accept", "user_answer": "I accept"}, "1": {"reference": "you watch", "user_answer": "you watched"}, "2": {"reference": "you will watch", "user_answer": "you will watch"}, "3": {"reference": "he watched", "user_answer": "he watched"}, "4": {"reference": "I watch", "user_answer": "he watched"}, "5": {"reference": "I accepted", "user_answer": "NO_ANSWER_MADE"}, "6": {"reference": "he watches", "user_answer": "NO_ANSWER_MADE"}, "test_correct_num": 2, "test_total_num": 7}
99	A1QX1RYLCFXZJ9	35	{"0": {"reference": "you will accept", "user_answer": "she will enter"}, "1": {"reference": "you watch", "user_answer": "she accepts"}, "2": {"reference": "you will watch", "user_answer": "NO_ANSWER_MADE"}, "3": {"reference": "he watched", "user_answer": "he will enter"}, "4": {"reference": "I watch", "user_answer": "NO_ANSWER_MADE"}, "5": {"reference": "I accepted", "user_answer": "NO_ANSWER_MADE"}, "6": {"reference": "he watches", "user_answer": "NO_ANSWER_MADE"}, "test_correct_num": 0, "test_total_num": 7}
100	A3F90N8YVKJ4I7	1	NULL
101	 A2WD7K61WGL37E	35	{"0": {"reference": "you will accept", "user_answer": "you accepted"}, "1": {"reference": "you watch", "user_answer": "you entered"}, "2": {"reference": "you will watch", "user_answer": "you will enter"}, "3": {"reference": "he watched", "user_answer": "he entered"}, "4": {"reference": "I watch", "user_answer": "I enter"}, "5": {"reference": "I accepted", "user_answer": "I accept"}, "6": {"reference": "he watches", "user_answer": "he enters"}, "test_correct_num": 0, "test_total_num": 7}
102	A1ITVW9X735K38	35	{"0": {"reference": "you will accept", "user_answer": "she will accept"}, "1": {"reference": "you watch", "user_answer": "you watched"}, "2": {"reference": "you will watch", "user_answer": "she will enter"}, "3": {"reference": "he watched", "user_answer": "he watched"}, "4": {"reference": "I watch", "user_answer": "NO_ANSWER_MADE"}, "5": {"reference": "I accepted", "user_answer": "you accept"}, "6": {"reference": "he watches", "user_answer": "NO_ANSWER_MADE"}, "test_correct_num": 1, "test_total_num": 7}
103	ABX5OQLR6UNBC	35	{"0": {"reference": "you will accept", "user_answer": "you accept"}, "1": {"reference": "you watch", "user_answer": "you watch"}, "2": {"reference": "you will watch", "user_answer": "you watched"}, "3": {"reference": "he watched", "user_answer": "he watches"}, "4": {"reference": "I watch", "user_answer": "you watch"}, "5": {"reference": "I accepted", "user_answer": "you accept"}, "6": {"reference": "he watches", "user_answer": "he watches"}, "test_correct_num": 2, "test_total_num": 7}
104	A1PAY3X73PQ16S	35	{"0": {"reference": "you will accept", "user_answer": "you will enter"}, "1": {"reference": "you watch", "user_answer": "you accept"}, "2": {"reference": "you will watch", "user_answer": "you will accept"}, "3": {"reference": "he watched", "user_answer": "he accepted"}, "4": {"reference": "I watch", "user_answer": "I accept"}, "5": {"reference": "I accepted", "user_answer": "I will enter"}, "6": {"reference": "he watches", "user_answer": "he watches"}, "test_correct_num": 1, "test_total_num": 7}
105	A1SJRFJWFXSDH4	35	{"0": {"reference": "you will accept", "user_answer": "he accepts"}, "1": {"reference": "you watch", "user_answer": "he watched"}, "2": {"reference": "you will watch", "user_answer": "you watch"}, "3": {"reference": "he watched", "user_answer": "he watches"}, "4": {"reference": "I watch", "user_answer": "I watched"}, "5": {"reference": "I accepted", "user_answer": "I accept"}, "6": {"reference": "he watches", "user_answer": "NO_ANSWER_MADE"}, "test_correct_num": 0, "test_total_num": 7}
106	A3T8J0PN3DLSTM	35	{"0": {"reference": "you will accept", "user_answer": "you will accept"}, "1": {"reference": "you watch", "user_answer": "you watch"}, "2": {"reference": "you will watch", "user_answer": "you will watch"}, "3": {"reference": "he watched", "user_answer": "he watched"}, "4": {"reference": "I watch", "user_answer": "I watched"}, "5": {"reference": "I accepted", "user_answer": "he accepted"}, "6": {"reference": "he watches", "user_answer": "he watches"}, "test_correct_num": 5, "test_total_num": 7}
107	A216CHBAPARGRZ	35	{"0": {"reference": "you will accept", "user_answer": "you accepted"}, "1": {"reference": "you watch", "user_answer": "you watch"}, "2": {"reference": "you will watch", "user_answer": "you will watch"}, "3": {"reference": "he watched", "user_answer": "he watched"}, "4": {"reference": "I watch", "user_answer": "I watched"}, "5": {"reference": "I accepted", "user_answer": "you accept"}, "6": {"reference": "he watches", "user_answer": "he watches"}, "test_correct_num": 4, "test_total_num": 7}
108	A2WT6FV92737W6	35	{"0": {"reference": "you will accept", "user_answer": "you accept"}, "1": {"reference": "you watch", "user_answer": "you watched"}, "2": {"reference": "you will watch", "user_answer": "you will watch"}, "3": {"reference": "he watched", "user_answer": "he watched"}, "4": {"reference": "I watch", "user_answer": "I watched"}, "5": {"reference": "I accepted", "user_answer": "you accepted"}, "6": {"reference": "he watches", "user_answer": "NO_ANSWER_MADE"}, "test_correct_num": 2, "test_total_num": 7}
109	A36L5AJ4CF3WCK	35	{"0": {"reference": "you will accept", "user_answer": "he accepted"}, "1": {"reference": "you watch", "user_answer": "he watched"}, "2": {"reference": "you will watch", "user_answer": "he will watch"}, "3": {"reference": "he watched", "user_answer": "he watches"}, "4": {"reference": "I watch", "user_answer": "she watched"}, "5": {"reference": "I accepted", "user_answer": "she accepted"}, "6": {"reference": "he watches", "user_answer": "she will watch"}, "test_correct_num": 0, "test_total_num": 7}
110	APJJ1HHD2GGFS	35	{"0": {"reference": "you will accept", "user_answer": "I accept"}, "1": {"reference": "you watch", "user_answer": "he will enter"}, "2": {"reference": "you will watch", "user_answer": "she will enter"}, "3": {"reference": "he watched", "user_answer": "I will watch"}, "4": {"reference": "I watch", "user_answer": "I accept"}, "5": {"reference": "I accepted", "user_answer": "she accepts"}, "6": {"reference": "he watches", "user_answer": "he will enter"}, "test_correct_num": 0, "test_total_num": 7}
111	A1WL3NZ50YEOWP	35	{"0": {"reference": "you will accept", "user_answer": "you will accept"}, "1": {"reference": "you watch", "user_answer": "you accept"}, "2": {"reference": "you will watch", "user_answer": "you accepted"}, "3": {"reference": "he watched", "user_answer": "NO_ANSWER_MADE"}, "4": {"reference": "I watch", "user_answer": "NO_ANSWER_MADE"}, "5": {"reference": "I accepted", "user_answer": "I accept"}, "6": {"reference": "he watches", "user_answer": "NO_ANSWER_MADE"}, "test_correct_num": 1, "test_total_num": 7}
112	A26UIS59SY4NM6	35	{"0": {"reference": "you will accept", "user_answer": "he will enter"}, "1": {"reference": "you watch", "user_answer": "you watch"}, "2": {"reference": "you will watch", "user_answer": "you will watch"}, "3": {"reference": "he watched", "user_answer": "he watched"}, "4": {"reference": "I watch", "user_answer": "to watch"}, "5": {"reference": "I accepted", "user_answer": "you accepted"}, "6": {"reference": "he watches", "user_answer": "he watched"}, "test_correct_num": 3, "test_total_num": 7}
113	A3V2XOIEVMYEBQ	9	NULL
114	A6ORRFI3XOACA	35	{"0": {"reference": "you will accept", "user_answer": "you will accept"}, "1": {"reference": "you watch", "user_answer": "you will watch"}, "2": {"reference": "you will watch", "user_answer": "you will watch"}, "3": {"reference": "he watched", "user_answer": "he will watch"}, "4": {"reference": "I watch", "user_answer": "I watch"}, "5": {"reference": "I accepted", "user_answer": "NO_ANSWER_MADE"}, "6": {"reference": "he watches", "user_answer": "NO_ANSWER_MADE"}, "test_correct_num": 3, "test_total_num": 7}
115	AJWES6SFIP3AT	35	{"0": {"reference": "you will accept", "user_answer": "you will accept"}, "1": {"reference": "you watch", "user_answer": "NO_ANSWER_MADE"}, "2": {"reference": "you will watch", "user_answer": "NO_ANSWER_MADE"}, "3": {"reference": "he watched", "user_answer": "NO_ANSWER_MADE"}, "4": {"reference": "I watch", "user_answer": "NO_ANSWER_MADE"}, "5": {"reference": "I accepted", "user_answer": "I accept"}, "6": {"reference": "he watches", "user_answer": "NO_ANSWER_MADE"}, "test_correct_num": 1, "test_total_num": 7}
116	A3IS28VQS5T5DE	35	{"0": {"reference": "you will accept", "user_answer": "you will accept"}, "1": {"reference": "you watch", "user_answer": "you will watch"}, "2": {"reference": "you will watch", "user_answer": "you watched"}, "3": {"reference": "he watched", "user_answer": "he watches"}, "4": {"reference": "I watch", "user_answer": "I watch"}, "5": {"reference": "I accepted", "user_answer": "I will accept"}, "6": {"reference": "he watches", "user_answer": "he watches"}, "test_correct_num": 3, "test_total_num": 7}
117	A2SBISQJE2ZPJQ	35	{"0": {"reference": "you will accept", "user_answer": "you enter"}, "1": {"reference": "you watch", "user_answer": "he enters"}, "2": {"reference": "you will watch", "user_answer": "she will enter"}, "3": {"reference": "he watched", "user_answer": "he watched"}, "4": {"reference": "I watch", "user_answer": "you watched"}, "5": {"reference": "I accepted", "user_answer": "he enters"}, "6": {"reference": "he watches", "user_answer": "NO_ANSWER_MADE"}, "test_correct_num": 1, "test_total_num": 7}
118	A3PT813GVSQMRY	35	{"0": {"reference": "you will accept", "user_answer": "you will accept"}, "1": {"reference": "you watch", "user_answer": "you watch"}, "2": {"reference": "you will watch", "user_answer": "you will watch"}, "3": {"reference": "he watched", "user_answer": "he watched"}, "4": {"reference": "I watch", "user_answer": "I watch"}, "5": {"reference": "I accepted", "user_answer": "I accept"}, "6": {"reference": "he watches", "user_answer": "he watches"}, "test_correct_num": 6, "test_total_num": 7}
119	A13I8ASC3JQ04P	35	{"0": {"reference": "you will accept", "user_answer": "you accepted"}, "1": {"reference": "you watch", "user_answer": "you watch"}, "2": {"reference": "you will watch", "user_answer": "you will watch"}, "3": {"reference": "he watched", "user_answer": "he accepted"}, "4": {"reference": "I watch", "user_answer": "she will accept"}, "5": {"reference": "I accepted", "user_answer": "she will accept"}, "6": {"reference": "he watches", "user_answer": "he watches"}, "test_correct_num": 3, "test_total_num": 7}
120	A3GO2JCV966XGE	8	NULL
121	A3I6BRC06LZA5Z	35	{"0": {"reference": "you will accept", "user_answer": "NO_ANSWER_MADE"}, "1": {"reference": "you watch", "user_answer": "to enter"}, "2": {"reference": "you will watch", "user_answer": "he will enter"}, "3": {"reference": "he watched", "user_answer": "he accepts"}, "4": {"reference": "I watch", "user_answer": "to accept"}, "5": {"reference": "I accepted", "user_answer": "to enter"}, "6": {"reference": "he watches", "user_answer": "he accepts"}, "test_correct_num": 0, "test_total_num": 7}
122	A9YJYYOWOVCR1	5	NULL
123	ARTSG66V2MOJ6	35	{"0": {"reference": "you will accept", "user_answer": "you accepted"}, "1": {"reference": "you watch", "user_answer": "you watch"}, "2": {"reference": "you will watch", "user_answer": "you watched"}, "3": {"reference": "he watched", "user_answer": "he entered"}, "4": {"reference": "I watch", "user_answer": "I enter"}, "5": {"reference": "I accepted", "user_answer": "I accepted"}, "6": {"reference": "he watches", "user_answer": "he entered"}, "test_correct_num": 2, "test_total_num": 7}
124	A319HGTKM0UY0V	35	{"0": {"reference": "you will accept", "user_answer": "you will enter"}, "1": {"reference": "you watch", "user_answer": "you watched"}, "2": {"reference": "you will watch", "user_answer": "you will watch"}, "3": {"reference": "he watched", "user_answer": "he watches"}, "4": {"reference": "I watch", "user_answer": "I watch"}, "5": {"reference": "I accepted", "user_answer": "NO_ANSWER_MADE"}, "6": {"reference": "he watches", "user_answer": "NO_ANSWER_MADE"}, "test_correct_num": 2, "test_total_num": 7}
125	A3NHJPE6326P9V	35	{"0": {"reference": "you will accept", "user_answer": "I watched"}, "1": {"reference": "you watch", "user_answer": "she accepts"}, "2": {"reference": "you will watch", "user_answer": "he will enter"}, "3": {"reference": "he watched", "user_answer": "I will enter"}, "4": {"reference": "I watch", "user_answer": "she accepts"}, "5": {"reference": "I accepted", "user_answer": "he accepts"}, "6": {"reference": "he watches", "user_answer": "I will enter"}, "test_correct_num": 0, "test_total_num": 7}
126	A30J1AQYJ3YTQP	35	{"0": {"reference": "you will accept", "user_answer": "he will accept"}, "1": {"reference": "you watch", "user_answer": "he watched"}, "2": {"reference": "you will watch", "user_answer": "he watches"}, "3": {"reference": "he watched", "user_answer": "he watched"}, "4": {"reference": "I watch", "user_answer": "I will watch"}, "5": {"reference": "I accepted", "user_answer": "I accepted"}, "6": {"reference": "he watches", "user_answer": "he watched"}, "test_correct_num": 2, "test_total_num": 7}
127	A3L2UB07EZJAMD	35	{"0": {"reference": "you will accept", "user_answer": "he will enter"}, "1": {"reference": "you watch", "user_answer": "he watched"}, "2": {"reference": "you will watch", "user_answer": "he will watch"}, "3": {"reference": "he watched", "user_answer": "you enter"}, "4": {"reference": "I watch", "user_answer": "I entered"}, "5": {"reference": "I accepted", "user_answer": "I watched"}, "6": {"reference": "he watches", "user_answer": "you watch"}, "test_correct_num": 0, "test_total_num": 7}
128	A1FYTTGF0QACU9	35	{"0": {"reference": "you will accept", "user_answer": "I accepted"}, "1": {"reference": "you watch", "user_answer": "I watched"}, "2": {"reference": "you will watch", "user_answer": "I watched"}, "3": {"reference": "he watched", "user_answer": "he watched"}, "4": {"reference": "I watch", "user_answer": "NO_ANSWER_MADE"}, "5": {"reference": "I accepted", "user_answer": "NO_ANSWER_MADE"}, "6": {"reference": "he watches", "user_answer": "NO_ANSWER_MADE"}, "test_correct_num": 1, "test_total_num": 7}
129	A2RBNMRC6942T0	35	{"0": {"reference": "you will accept", "user_answer": "he accepts"}, "1": {"reference": "you watch", "user_answer": "he enters"}, "2": {"reference": "you will watch", "user_answer": "he will accept"}, "3": {"reference": "he watched", "user_answer": "she accepts"}, "4": {"reference": "I watch", "user_answer": "NO_ANSWER_MADE"}, "5": {"reference": "I accepted", "user_answer": "I accept"}, "6": {"reference": "he watches", "user_answer": "she accepts"}, "test_correct_num": 0, "test_total_num": 7}
130	A2IP3ZAFYGV8M9	35	{"0": {"reference": "you will accept", "user_answer": "you will accept"}, "1": {"reference": "you watch", "user_answer": "you watched"}, "2": {"reference": "you will watch", "user_answer": "you will watch"}, "3": {"reference": "he watched", "user_answer": "he watches"}, "4": {"reference": "I watch", "user_answer": "I watched"}, "5": {"reference": "I accepted", "user_answer": "I will accept"}, "6": {"reference": "he watches", "user_answer": "NO_ANSWER_MADE"}, "test_correct_num": 2, "test_total_num": 7}
131	AQ7RNVB2GZKUZ	35	{"0": {"reference": "you will accept", "user_answer": "he entered"}, "1": {"reference": "you watch", "user_answer": "he watched"}, "2": {"reference": "you will watch", "user_answer": "he will enter"}, "3": {"reference": "he watched", "user_answer": "I watched"}, "4": {"reference": "I watch", "user_answer": "I will watch"}, "5": {"reference": "I accepted", "user_answer": "I will enter"}, "6": {"reference": "he watches", "user_answer": "I watched"}, "test_correct_num": 0, "test_total_num": 7}
132	A3ATU3VULAB7K2	35	{"0": {"reference": "you will accept", "user_answer": "you accepted"}, "1": {"reference": "you watch", "user_answer": "you watched"}, "2": {"reference": "you will watch", "user_answer": "you will watch"}, "3": {"reference": "he watched", "user_answer": "he watches"}, "4": {"reference": "I watch", "user_answer": "I watch"}, "5": {"reference": "I accepted", "user_answer": "I accept"}, "6": {"reference": "he watches", "user_answer": "he watched"}, "test_correct_num": 2, "test_total_num": 7}
133	ACRKDBKAS8GM1	35	{"0": {"reference": "you will accept", "user_answer": "NO_ANSWER_MADE"}, "1": {"reference": "you watch", "user_answer": "NO_ANSWER_MADE"}, "2": {"reference": "you will watch", "user_answer": "he accepts"}, "3": {"reference": "he watched", "user_answer": "you watched"}, "4": {"reference": "I watch", "user_answer": "I watched"}, "5": {"reference": "I accepted", "user_answer": "he accepts"}, "6": {"reference": "he watches", "user_answer": "I watched"}, "test_correct_num": 0, "test_total_num": 7}
134	A4FGOT6ID768H	12	NULL
135	ADJ9I7ZBFYFH7	35	{"0": {"reference": "you will accept", "user_answer": "you will accept"}, "1": {"reference": "you watch", "user_answer": "you watch"}, "2": {"reference": "you will watch", "user_answer": "you will watch"}, "3": {"reference": "he watched", "user_answer": "he watched"}, "4": {"reference": "I watch", "user_answer": "I watch"}, "5": {"reference": "I accepted", "user_answer": "I accept"}, "6": {"reference": "he watches", "user_answer": "he watches"}, "test_correct_num": 6, "test_total_num": 7}
